       CYCLE                    TASK                       JOBID               STATE         EXIT STATUS     TRIES      DURATION
================================================================================================================================
202407240600               hpss2hera                     3244029           SUCCEEDED                   0         1         644.0
202407240600          echgres_v16_01                     3244317           SUCCEEDED                   0         1         899.0
202407240600          echgres_v16_02                     3244323           SUCCEEDED                   0         1         546.0
202407240600          echgres_v16_03                     3244322           SUCCEEDED                   0         1         721.0
202407240600          echgres_v16_04                     3245484           SUCCEEDED                   0         2         498.0
202407240600          echgres_v16_05                     3244321           SUCCEEDED                   0         1         648.0
202407240600          echgres_v16_06                     3244318           SUCCEEDED                   0         1         521.0
202407240600          echgres_v16_07                     3244316           SUCCEEDED                   0         1         602.0
202407240600          echgres_v16_08                     3244319           SUCCEEDED                   0         1         713.0
202407240600               hera2hpss                     3245615           SUCCEEDED                   0         1         370.0
================================================================================================================================
202407241200               hpss2hera                     3245808           SUCCEEDED                   0         1         642.0
202407241200          echgres_v16_01                     3246120           SUCCEEDED                   0         1         820.0
202407241200          echgres_v16_02                     3246124           SUCCEEDED                   0         1         620.0
202407241200          echgres_v16_03                     3246121           SUCCEEDED                   0         1         645.0
202407241200          echgres_v16_04                     3246119           SUCCEEDED                   0         1         620.0
202407241200          echgres_v16_05                     3247145           SUCCEEDED                   0         2         715.0
202407241200          echgres_v16_06                     3246118           SUCCEEDED                   0         1         690.0
202407241200          echgres_v16_07                     3249043           SUCCEEDED                   0         3         692.0
202407241200          echgres_v16_08                     3246123           SUCCEEDED                   0         1         574.0
202407241200               hera2hpss                     3249475           SUCCEEDED                   0         1         315.0
================================================================================================================================
202407241800               hpss2hera                     3249624           SUCCEEDED                   0         1         628.0
202407241800          echgres_v16_01                     3249869           SUCCEEDED                   0         1         837.0
202407241800          echgres_v16_02                     3249870           SUCCEEDED                   0         1         598.0
202407241800          echgres_v16_03                     3257999           SUCCEEDED                   0         7         412.0
202407241800          echgres_v16_04                     3251238           SUCCEEDED                   0         2         387.0
202407241800          echgres_v16_05                     3249874           SUCCEEDED                   0         1         598.0
202407241800          echgres_v16_06                     3249877           SUCCEEDED                   0         1         590.0
202407241800          echgres_v16_07                     3249878           SUCCEEDED                   0         1         591.0
202407241800          echgres_v16_08                     3249881           SUCCEEDED                   0         1         618.0
202407241800               hera2hpss                     3258164           SUCCEEDED                   0         1         279.0
================================================================================================================================
202407250000               hpss2hera                     3258249           SUCCEEDED                   0         1         666.0
202407250000          echgres_v16_01                     3258495           SUCCEEDED                   0         1         761.0
202407250000          echgres_v16_02                     3262011           SUCCEEDED                   0         3         401.0
202407250000          echgres_v16_03                     3258496           SUCCEEDED                   0         1         662.0
202407250000          echgres_v16_04                     3258497           SUCCEEDED                   0         1         519.0
202407250000          echgres_v16_05                     3258498           SUCCEEDED                   0         1         506.0
202407250000          echgres_v16_06                     3261913           SUCCEEDED                   0         2         455.0
202407250000          echgres_v16_07                     3258500           SUCCEEDED                   0         1         599.0
202407250000          echgres_v16_08                     3258501           SUCCEEDED                   0         1         619.0
202407250000               hera2hpss                     3262211           SUCCEEDED                   0         1         330.0
================================================================================================================================
202407250600               hpss2hera                     3262384           SUCCEEDED                   0         1         713.0
202407250600          echgres_v16_01                     3262662           SUCCEEDED                   0         1         813.0
202407250600          echgres_v16_02                     3263850           SUCCEEDED                   0         2         503.0
202407250600          echgres_v16_03                     3262663           SUCCEEDED                   0         1         578.0
202407250600          echgres_v16_04                     3262658           SUCCEEDED                   0         1         594.0
202407250600          echgres_v16_05                     3263851           SUCCEEDED                   0         2         471.0
202407250600          echgres_v16_06                     3262660           SUCCEEDED                   0         1         679.0
202407250600          echgres_v16_07                     3262794           SUCCEEDED                   0         2         562.0
202407250600          echgres_v16_08                     3262664           SUCCEEDED                   0         1         511.0
202407250600               hera2hpss                     3264046           SUCCEEDED                   0         1         377.0
================================================================================================================================
202407251200               hpss2hera                     3264219           SUCCEEDED                   0         1         652.0
202407251200          echgres_v16_01                     3264533           SUCCEEDED                   0         1         696.0
202407251200          echgres_v16_02                     3265586           SUCCEEDED                   0         2         475.0
202407251200          echgres_v16_03                     3264532           SUCCEEDED                   0         1         490.0
